Género;Fecha de nacimiento;Nivel de Educación;Nacionalidad;Pais de residencia;Proceso;FIT;Estado Proceso;Carrera 1;Institucion 1;Nivel de estudio;Estado de carrera;Área de estudio;Carrera 2;Institución 2;Nivel de estudio 2;Estado de carrera 2;Area de estudio 2
F;1988-12-22;Postgrado;perú;perú;Analista Cultura y Cambio;72;Proceso Inactivo;Maestría en Dirección de Personas y Desarrollo Organizacional;Universidad del Pacífico;Postgrado;Titulado/Titulada;Administración;Comunicación Corporativa;Universidad ESAN;Otra;Titulado/Titulada;Comunicaciones
F;1999-12-17;Universitaria;perú;perú;Analista Cultura y Cambio;86;Proceso Inactivo;Comunicacion Y Relaciones Publicas;Universidad de Lima;Pregrado;Egresado/Egresada;Comunicaciones;;;;;
F;1997-04-29;Universitaria;perú;perú;Analista Cultura y Cambio;92;Proceso Inactivo;Administracion;Universidad de Piura;Pregrado;Titulado/Titulada;Administración;;;;;
F;1995-01-30;Media/Secundaria;perú;perú;Analista Cultura y Cambio;94;Proceso Inactivo;Periodismo;jaime bausate y meza;Otra;Otro;Periodismo;;;;;
F;1997-11-10;Universitaria;perú;perú;Analista Cultura y Cambio;69;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1994-09-09;Postgrado;perú;perú;Analista Cultura y Cambio;78;Proceso Inactivo;administración en turismo y hotelería;Universidad César Vallejo;Pregrado;Titulado/Titulada;Turismo y Hotelería;;;;;
M;1997-11-17;Universitaria;perú;perú;Analista Cultura y Cambio;90;Proceso Inactivo;Psicologia;Universidad Nacional Mayor de San Marcos;Pregrado;Egresado/Egresada;Psicología;Psicoterapeuta ACT;Contexto DBT;Otra;Egresado/Egresada;Psicología
F;2000-02-09;Universitaria;perú;perú;Analista Cultura y Cambio;98;Proceso Inactivo;Ingenieria Industrial;Universidad Nacional de Ingenieria;Pregrado;Egresado/Egresada;Industrial;;;;;
F;1998-04-01;Universitaria;perú;perú;Analista Cultura y Cambio;100;Proceso Inactivo;Psicologia;Universidad Católica de Santa María;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1991-03-31;Universitaria;perú;perú;Analista Cultura y Cambio;73;Proceso Inactivo;Maestría en Gestión Estratégica del Talento;CENTRUM PUCP;Postgrado;En curso;Psicología;Producción Audiovisual;Toulouse Lautrec;Otra;Egresado/Egresada;Artes de comunicación
F;1997-10-20;Universitaria;perú;perú;Analista Cultura y Cambio;90;Proceso Inactivo;Bachillerato En Psicologia;Universidad San Martin de Porres;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1994-12-28;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Tecnico De Nivel Superior En Cocina Internacional;Instituto  Avia;Otra;Egresado/Egresada;Turismo y Hotelería;;;;;
M;1990-07-08;Universitaria;perú;perú;Analista Cultura y Cambio;64;Proceso Inactivo;Ingenieria Industrial;Universidad de Lima;Postgrado;Egresado/Egresada;Industrial;;;;;
F;1977-12-08;Universitaria;perú;perú;Analista Cultura y Cambio;51;Proceso Inactivo;GESTIÓN DE TALENTO HUMANO;UNIVERSIDAD CAYETANO HEREDIA;Otra;Titulado/Titulada;Psicología;PSICOLOGIA ORGANIZACIONAL - DIPLOMADO;UNIVERSIDAD CATOLICA SAN PABLO;Postgrado;Titulado/Titulada;Psicología
M;1995-01-06;Universitaria;perú;perú;Analista Cultura y Cambio;26;Proceso Inactivo;Turismo;Universidad Nacional de Tumbes;Pregrado;Titulado/Titulada;Turismo y Hotelería;;;;;
F;1993-12-18;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;65;Proceso Inactivo;Administracion;INSTITUTO SAN IGNACIO DE LOYOLA;Educación Técnico Profesional;Egresado/Egresada;Turismo y Hotelería;Licenciatura En Ingles;EDUCATION FIRST EF BRIGHTON, ENGLAND;Otra;Egresado/Egresada;Educación Especial
F;1996-06-30;Universitaria;perú;perú;Analista Cultura y Cambio;70;Proceso Inactivo;Comunicación para el Desarrollo;Pontificia Universidad Católica del Perú;Pregrado;Egresado/Egresada;Artes de comunicación;;;;;
F;1994-01-27;Universitaria;perú;perú;Analista Cultura y Cambio;74;Proceso Inactivo;ciencias de la comunicacion;universidad particular de san martin de Porres;Pregrado;Titulado/Titulada;Artes de comunicación;;;;;
F;1998-04-19;Universitaria;perú;perú;Analista Cultura y Cambio;75;Proceso Inactivo;Bachillerato En Psicologia;Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Psicología;;;;;
M;1998-01-01;Universitaria;perú;perú;Analista Cultura y Cambio;89;Proceso Inactivo;Ciencias Aeronáuticas;Universidad San Martin de Porres;Otra;Egresado/Egresada;Administración;;;;;
M;1979-11-14;Postgrado;perú;perú;Analista Cultura y Cambio;80;Proceso Inactivo;Orientacion En Relaciones Humanas Y Familia;Universidad San Martin de Porres;Otra;Egresado/Egresada;Administración;;;;;
M;1988-04-27;Universitaria;venezuela;chile;Business Expert;81;Proceso Inactivo;Administracion De Empresas;Universidad Rafael Urdaneta;Pregrado;Titulado/Titulada;Administración;;;;;
M;1997-12-29;Universitaria;chile;chile;Business Expert;84;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Industrial;;;;;
M;1984-11-13;Universitaria;chile;chile;Business Expert;77;Proceso Inactivo;Ingenieria Industrial;Esucomex;Otra;Titulado/Titulada;Marketing;;;;;
M;1974-07-27;Magister;chile;chile;Business Expert;93;Proceso Inactivo;MBA;Universidad Catolica de Valparaiso;Postgrado;Egresado/Egresada;Administración;Ingenieria Comercial;UCINF;Pregrado;Titulado/Titulada;Administración
F;1986-10-08;Universitaria;chile;chile;Business Expert;96;Proceso Inactivo;Ingeniera Comercial;Universidad Mayor;Pregrado;Titulado/Titulada;Administración;;;;;
M;1990-11-01;Magister;chile;chile;Business Expert;86;Proceso Inactivo;Magister en Marketing;Universidad de Chile;Postgrado;Titulado/Titulada;Marketing;Ingenieria Comercial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Administración
F;1990-12-28;Técnico profesional superior;chile;chile;Business Expert;72;Proceso Inactivo;Administracion;IP Iplacex;Otra;Egresado/Egresada;Administración;;;;;
M;1990-07-13;Magister;chile;Chile;Business Expert;98;Proceso Inactivo;Ingenieria Comercial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Administración;Finanzas;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Finanzas
M;1993-10-26;Magister;chile;Chile;Business Expert;98;Proceso Inactivo;Magister Gestión Estratégica;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Finanzas;Ingeniera Comercial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Finanzas
M;1990-04-09;Universitaria;chile;Chile;Business Expert;87;Proceso Inactivo;Ingenieria Civil Industrial;Universidad de Valparaiso;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1984-11-07;Universitaria;chile;chile;Business Expert;63;Proceso Inactivo;Administracion Turistica Internacional;INACAP;Otra;Titulado/Titulada;Administración;;;;;
F;1986-05-11;Magister;chile;chile;Business Expert;62;Proceso Inactivo;Ingenieria En Administracion De Empresas;Universidad Diego Portales;Pregrado;Titulado/Titulada;Marketing;Magister en Marketing;Universidad de Santiago de Chile;Postgrado;Egresado/Egresada;Marketing
M;1994-01-05;Universitaria;chile;chile;Business Expert;80;Proceso Inactivo;Ingenieria Comercial;Universidad Mayor;Pregrado;Titulado/Titulada;Administración;;;;;
M;1995-01-24;Universitaria;chile;chile;Business Expert;86;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Adolfo Ibáñez;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1997-01-07;Universitaria;chile;chile;Business Expert;77;Proceso Inactivo;Ingenieria Comercial;Universidad Santo Tomás;Pregrado;Titulado/Titulada;Administración;;;;;
M;1997-06-25;Universitaria;chile;chile;Business Expert;57;Proceso Inactivo;Ingenieria En Administracion De Empresas;universidad andres bello;Postgrado;Titulado/Titulada;Marketing;;;;;
M;1987-04-04;Doctorado;chile;zimbabue;Business Expert;72;Proceso Inactivo;;;;;;;;;;
M;1975-04-14;Universitaria;chile;chile;Business Expert;72;Proceso Inactivo;Ingeniera Comercial;Universidad del Pacífico;Pregrado;Egresado/Egresada;Administración;;;;;
F;1993-11-24;Universitaria;chile;chile;Business Expert;61;Proceso Inactivo;Ingenieria Comercial;Universidad de Valparaiso;Otra;Titulado/Titulada;Administración;;;;;
M;1981-12-24;Magister;chile;chile;Business Expert;52;Proceso Inactivo;Master en Dirección Financiera;"Universidad ""Adolfo Ibañez""";Postgrado;Titulado/Titulada;Finanzas;;;;;
M;1994-06-24;Universitaria;chile;chile;Business Expert;74;Proceso Inactivo;Ingenieria Comercial;Universidad Nacional Andrés Bello;Postgrado;Titulado/Titulada;Finanzas;;;;;
M;1997-02-08;Universitaria;chile;chile;Business Expert;78;Proceso Inactivo;Ingenieria Comercial;Universidad del Desarrollo;Pregrado;Titulado/Titulada;Marketing;;;;;
F;1984-06-08;Universitaria;chile;chile;Business Expert;86;Proceso Inactivo;Diseño Grafico;Duoc UC;Pregrado;Titulado/Titulada;Diseño;Ingenieria Comercial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Comercio
F;1990-03-31;Técnico profesional superior;chile;chile;Business Expert;73;Proceso Inactivo;Administracion Hotelera;duoc uc;Educación Técnico Profesional;Titulado/Titulada;Turismo y Hotelería;Diplomado en comunicación digital y analítica;duoc uc;Postgrado;En curso;Marketing
M;1990-07-18;Magister;chile;chile;Business Expert;94;Proceso Inactivo;Ingenieria En Comercio Internacional;Universidad Carlos III de Madrid;Postgrado;Titulado/Titulada;Administración;Ingeniera Comercial;"Universidad ""Adolfo Ibañez""";Pregrado;Titulado/Titulada;Administración
M;1989-05-12;Universitaria;venezuela;chile;Business Expert;52;Proceso Inactivo;Derecho;UNELLEZ;Educación Técnico Profesional;Egresado/Egresada;Derecho;;;;;
M;1992-08-14;Universitaria;chile;chile;Business Expert;97;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Diego Portales;Pregrado;Titulado/Titulada;Ingeniería Civil;;;;;
F;1995-06-28;Magister;perú;perú;Business Expert;96;Proceso Inactivo;Administracion De Empresas;Universidad de Piura;Pregrado;Egresado/Egresada;Administración;MBA;IE Business School;Postgrado;Egresado/Egresada;Administración
F;1988-01-23;Universitaria;chile;Chile;Business Expert;84;Proceso Inactivo;Ingeniera Comercial;"Universidad ""Arturo Prat""";Pregrado;Egresado/Egresada;Administración;Administracion;"Universidad ""Arturo Prat""";Educación Técnico Profesional;Egresado/Egresada;Administración
M;1986-12-06;Universitaria;venezuela;Chile;Business Expert;58;Proceso Inactivo;Ingenieria En Construccion;Universidad del Zulia;Pregrado;Titulado/Titulada;Obras Civiles;;;;;
M;1972-08-24;Universitaria;chile;chile;Business Expert;95;Proceso Inactivo;Ingenieria Civil Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Industrial;Licenciatura En Fisica;Universidad de Chile;Pregrado;Titulado/Titulada;Física
F;1991-07-05;Magister;venezuela;chile;Business Expert;81;Proceso Inactivo;Master en Transformación digital y desarrollo de negocios;universidad de barcelona;Postgrado;Titulado/Titulada;Marketing;Ingenieria civil en mecatronica;Universidad Experimental Politecnica Antonio José de Sucre;Pregrado;Titulado/Titulada;Eléctrica / Electrónica
M;1973-02-10;Media/Secundaria;chile;chile;Administrativo Aeropuerto;81;Proceso Inactivo;;;;;;;;;;
F;1998-03-10;Universitaria;colombia;Chile;Administrativo Aeropuerto;79;Proceso Inactivo;Gestion En Turismo Y Cultura;Universidad de Valparaiso;Pregrado;Titulado/Titulada;Turismo y Hotelería;;;;;
M;1982-11-05;Universitaria;chile;Chile;Administrativo Aeropuerto;67;Proceso Inactivo;Ingenieria En Ejecucion En Administracion;Aiep;Educación Técnico Profesional;Titulado/Titulada;Administración;Plan Especial Ingenieria Civil Industrial;Unab;Postgrado;En curso;Industrial
M;1993-10-18;Postgrado;chile;chile;Administrativo Aeropuerto;72;Proceso Inactivo;Ingenieria Comercial;Universidad Catolica de La Santísima Concepción;Pregrado;Titulado/Titulada;Administración;Diplomado en Negocios y Administración de Empresas;Universidad Adolfo Ibáñez;Postgrado;Titulado/Titulada;Administración
F;1990-05-11;Técnico profesional superior;argentina;argentina;Administrativo Aeropuerto;70;Proceso Inactivo;Bachillerato en Economía y Gestión de las Organizaciones;Maria de Luján Sierra;Otra;Egresado/Egresada;Administración;Despachante de Aeronaves;AVEA;Educación Técnico Profesional;Egresado/Egresada;Transporte y Telecomunicación
M;1989-07-17;Técnico profesional superior;chile;chile;Administrativo Aeropuerto;92;Proceso Inactivo;Administracion De Empresas;INACAP;Educación Técnico Profesional;Titulado/Titulada;Administración;;;;;
F;1988-01-23;Universitaria;chile;Chile;Administrativo Aeropuerto;72;Proceso Inactivo;Ingeniera Comercial;"Universidad ""Arturo Prat""";Pregrado;Egresado/Egresada;Administración;Administracion;"Universidad ""Arturo Prat""";Educación Técnico Profesional;Egresado/Egresada;Administración
F;1997-09-23;Universitaria;chile;Chile;Administrativo Aeropuerto;77;Proceso Inactivo;Administración turistica internacional;Inacap;Otra;En curso;Turismo y Hotelería;;;;;
M;1987-03-16;Técnico profesional superior;perú;perú;Administrativo Aeropuerto;86;Proceso Inactivo;Administracion;Universidad Privada del Norte;Pregrado;En curso;Administración;Administracion;CHRISTIAN BARNARD;Educación Técnico Profesional;Titulado/Titulada;Administración
F;1982-01-30;Universitaria;perú;perú;Administrativo Aeropuerto;63;Proceso Inactivo;Administracion De Empresas;Universidad Tecnológica del Peru;Pregrado;En curso;Administración;;;;;
M;1987-03-11;Universitaria;venezuela;Chile;Administrativo Aeropuerto;93;Proceso Inactivo;Bachiller en Ciencias;"Colegio San José ""La Salle""";Educación Media/Secundaria;Titulado/Titulada;Bachillerato / College;Licenciado en Administración Comercial;Universidad de Carabobo;Pregrado;Titulado/Titulada;Administración
F;1990-04-28;Universitaria;venezuela;chile;Administrativo Aeropuerto;80;Proceso Inactivo;Ingenieria Industrial;Universidad de Oriente;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1999-10-12;Postgrado;chile;chile;Administrativo Aeropuerto;71;Proceso Inactivo;Ingenieria Comercial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Administración;Master en Dirección y Administración de Empresas MBA;Universidad Europea de Madrid;Pregrado;Titulado/Titulada;Administración
F;1974-09-27;Técnico profesional superior;chile;chile;Administrativo Aeropuerto;81;Proceso Inactivo;Comercio Exterior;Escuela Superior de Comercio Santiago;Educación Técnico Profesional;Egresado/Egresada;Administración;Secretariado Ejecutivo;Instituto Profesional Manpower;Educación Técnico Profesional;Titulado/Titulada;Administración
M;1992-10-25;Universitaria;chile;chile;Administrativo Aeropuerto;76;Proceso Inactivo;Ingenieria Industrial;Universidad Nacional Andrés Bello;Pregrado;Titulado/Titulada;Industrial;;;;;
F;1987-12-05;Universitaria;perú;perú;Administrativo Aeropuerto;75;Proceso Inactivo;Turismo Y Hoteleria;universidad científica del Perú;Postgrado;Titulado/Titulada;Turismo y Hotelería;;;;;
F;1991-05-16;Técnico profesional superior;chile;chile;Administrativo Aeropuerto;86;Proceso Inactivo;Tecnico En Turismo;instituto profesional AIEP;Educación Técnico Profesional;Egresado/Egresada;Turismo y Hotelería;Pedagogia En Ingles;Ucinf;Otra;Otro;Educación Media
F;1979-09-04;Técnico profesional superior;chile;chile;Administrativo Aeropuerto;64;Proceso Inactivo;Contabilidad y derecho tributario;Universidad Diego Portales;Educación Técnico Profesional;Titulado/Titulada;Contabilidad;Ingenieria Comercial;Universidad de Santiago de Chile;Pregrado;En curso;Administración
M;1998-09-29;Universitaria;chile;chile;Administrativo Aeropuerto;78;Proceso Inactivo;Ingenieria En Logistica Y Transporte;Universidad Nacional Andrés Bello;Pregrado;En curso;Transporte y Telecomunicación;;;;;
F;1979-11-24;Universitaria;argentina;argentina;Administrativo Aeropuerto;69;Proceso Inactivo;Licenciatura en Turismo;Universidad de Congreso;Pregrado;Egresado/Egresada;Turismo y Hotelería;;;;;
F;1990-05-12;Media/Secundaria;chile;chile;Administrativo Aeropuerto;73;Proceso Inactivo;;;;;;;;;;
F;1994-09-13;Universitaria;chile;chile;Administrativo Aeropuerto;85;Proceso Inactivo;Contador Auditor;DUOC UC;Pregrado;Titulado/Titulada;Contabilidad;;;;;
F;1977-05-21;Técnico profesional superior;chile;chile;Administrativo Aeropuerto;59;Proceso Inactivo;Asistente Ejecutivo Bilingue;instituto de secretariado insec;Educación Técnico Profesional;Titulado/Titulada;Administración;;;;;
F;1996-12-23;Técnico profesional superior;argentina;chile;Administrativo Aeropuerto;69;Proceso Inactivo;Administracion De Empresas Mencion Recursos Humanos;AIEP;Educación Técnico Profesional;En curso;Administración;;;;;
M;1979-08-11;Técnico profesional superior;chile;Chile;Administrativo Aeropuerto;90;Proceso Inactivo;Administracio de Empresas Financieras;IP Guillermo Subercaseaux;Educación Técnico Profesional;Titulado/Titulada;Administración;;;;;
F;1990-02-17;Universitaria;chile;chile;Administrativo Aeropuerto;62;Proceso Inactivo;Ingenieria En Administracion De Empresas;Universidad Nacional Andrés Bello;Postgrado;Titulado/Titulada;Finanzas;;;;;
F;1976-09-19;Magister;perú;perú;Administrativo Aeropuerto;85;Proceso Inactivo;Administracion;Darla Moore School of Business;Otra;Titulado/Titulada;Administración;Finanzas;Esan Graduate School of Business;Otra;Titulado/Titulada;Finanzas
F;2003-04-27;Media/Secundaria;chile;chile;Administrativo Aeropuerto;88;Proceso Inactivo;Administracion De Empresas;Colegio Carolina Llona de Cuevas;Educación Técnico Profesional;Titulado/Titulada;Administración;;;;;
